--------- beginning of /dev/log/system
01-01 08:00:02.852 I/Vold    ( 1569): Vold 2.1 (the revenge) firing up
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-85] :the service.vold.status is Normal
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-122] :defaultVolume = /storage/emulated/0 
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-139] :bind mount /mnt/sdcard to /storage/emulated/0 ok !
01-01 08:00:02.853 D/VoldCmdListener( 1569): [-vold_debug-785] :IsoMountCmd created!
12-18 16:58:05.505 D/AMTData ( 2783): AmtIDataService_AMTDATA > getString>IP:100.97.24.113, extData : 
12-18 16:58:05.507 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.507 D/BtGatt.GattService( 3446): onScanResult() - address=38:D6:14:9B:62:1F, rssi=-64
12-18 16:58:05.508 D/BluetoothAdapter( 3577): onScanResult() - Device=38:D6:14:9B:62:1F RSSI=-64
12-18 16:58:05.526 I/SilenceInstallService( 3856): Receive a com.android.SilenceInstall.Start intent to install /data/data/cn.gd.snm.snmcm/app_upgradeAPK/577e93a78852b3bc300dd72c0fedfd90.apk
12-18 16:58:05.526 I/SilenceInstallService( 3856): install /data/data/cn.gd.snm.snmcm/app_upgradeAPK/577e93a78852b3bc300dd72c0fedfd90.apk
12-18 16:58:05.530 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.530 D/BtGatt.GattService( 3446): onScanResult() - address=03:3F:21:49:02:BE, rssi=-36
12-18 16:58:05.531 D/BluetoothAdapter( 3577): onScanResult() - Device=03:3F:21:49:02:BE RSSI=-36
12-18 16:58:05.533 I/HomeMenuView( 3002): visibility:	0
12-18 16:58:05.535 I/        ( 1585): transcode 39 flags 16
12-18 16:58:05.538 E/LogPrintUtils( 3002): {"action_type":"browsing","mediacode":"null","pageName":"推荐","page_id":"biz_24283288","refer_mediacode":"null","refer_page_id":"null","refer_page_name":"null","refer_pos_id":"","refer_type":"20","seriesflag":"null"}
12-18 16:58:05.555 D/BluetoothManagerService( 2321): checkIfCallerIsForegroundUser: valid=true callingUser=0 foregroundUser=0
12-18 16:58:05.556 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.556 D/BtGatt.GattService( 3446): onScanResult() - address=08:A3:66:0B:86:70, rssi=-64
12-18 16:58:05.556 D/BluetoothAdapter( 3577): onScanResult() - Device=08:A3:66:0B:86:70 RSSI=-64
12-18 16:58:05.558 W/BluetoothAdapter( 3446): getBluetoothService() called with no BluetoothManagerCallback
12-18 16:58:05.558 E/BluetoothServiceJni( 3446): SOCK FLAG = 1 ***********************
12-18 16:58:05.560 D/pcapcmcc4( 3047): add_tcp_node_to_list_new:47713 
12-18 16:58:05.560 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:05.573 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.573 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.573 W/bt-btm  ( 3446): scan_type:1, evt_type:0
12-18 16:58:05.573 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.573 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.573 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.573 D/BtGatt.GattService( 3446): onScanResult() - address=59:40:C1:CA:5B:A4, rssi=-86
12-18 16:58:05.573 D/BluetoothAdapter( 3577): onScanResult() - Device=59:40:C1:CA:5B:A4 RSSI=-86
12-18 16:58:05.581 D/pcapcmcc4( 3047): return table data len:0
12-18 16:58:05.583 W/ContextImpl( 3825): Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1589 android.content.ContextWrapper.startService:494 android.content.ContextWrapper.startService:494 com.amlogic.bluetooth.DockEventReceiver.beginStartingService:134 com.amlogic.bluetooth.DockEventReceiver.onReceive:115 
12-18 16:58:05.593 I/InfinitePageController_Page:4( 3002): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	4	childCount:	2	i:	0	focusedIndex:	-1	result:	1
12-18 16:58:05.593 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.593 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.593 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.593 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.593 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.593 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.593 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.594 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.594 I/InfinitePageController_Page:4( 3002): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	4	childCount:	2	i:	1	focusedIndex:	-1	result:	0
12-18 16:58:05.594 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.595 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.595 I/InfinitePageController_Page:5( 3002): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	5	childCount:	3	i:	0	focusedIndex:	-1	result:	2
12-18 16:58:05.595 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.597 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.598 D/BluetoothManagerService( 2321): Message: 20
12-18 16:58:05.599 D/BluetoothManagerService( 2321): Added callback: android.bluetooth.IBluetoothManagerCallback$Stub$Proxy@41bc0158:true
12-18 16:58:05.600 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.602 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.603 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.604 I/BootStartReceiver( 3577): intent -- android.bluetooth.adapter.action.STATE_CHANGED
12-18 16:58:05.604 I/BootStartReceiver( 3577): hadStarted的值 -- false
12-18 16:58:05.605 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.607 I/InfinitePageController_Page:5( 3002): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	5	childCount:	3	i:	1	focusedIndex:	-1	result:	1
12-18 16:58:05.607 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.612 I/AutoParingService( 3577): AutoParingService onStartCommand...
12-18 16:58:05.613 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.613 D/LocalBluetoothProfileManager( 3825): Adding local A2DP profile
12-18 16:58:05.615 D/BluetoothManagerService( 2321): Message: 30
12-18 16:58:05.616 D/BluetoothAdapterService(1101732864)( 3446): Get Bonded Devices being called
12-18 16:58:05.616 D/BleDeviceUtils( 3577): no paired device.
12-18 16:58:05.617 I/AutoParingService( 3577): 扫描时间scanTime--- 600000///// 最大扫描次数MAXhadScanTimes ---20/////设备名称集合 ---[MGRC200, MGRC201, MIGU_REMOTE, CMIOT_REMOTE, IFLY REMOTE, IFLY_REMOTE, PYRM, GCABLE, CMCC-Magic-Bar, IFLY_REMOTE, YYYKQ, 语音遥控器]
12-18 16:58:05.620 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.620 W/ContextImpl( 3825): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1653 android.content.ContextWrapper.bindService:517 android.bluetooth.BluetoothA2dp.doBind:165 android.bluetooth.BluetoothA2dp.<init>:158 android.bluetooth.BluetoothAdapter.getProfileProxy:1184 
12-18 16:58:05.625 D/BleDeviceUtils( 3577): 机顶盒没有已连接遥控蓝牙遥控器NoNo
12-18 16:58:05.625 D/AutoParingService( 3577): isYKQAlreadyPaired: false;  isInputConnected:false
12-18 16:58:05.625 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.630 I/InfinitePageController_Page:5( 3002): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	5	childCount:	3	i:	2	focusedIndex:	-1	result:	0
12-18 16:58:05.630 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.632 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.632 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.632 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.632 D/BtGatt.GattService( 3446): onScanResult() - address=16:4C:8C:C2:B0:EA, rssi=-52
12-18 16:58:05.633 D/BluetoothAdapter( 3577): onScanResult() - Device=16:4C:8C:C2:B0:EA RSSI=-52
12-18 16:58:05.635 D/LocalBluetoothProfileManager( 3825): Adding local HEADSET profile
12-18 16:58:05.637 D/BluetoothManagerService( 2321): Message: 30
12-18 16:58:05.638 W/ContextImpl( 3825): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1653 android.content.ContextWrapper.bindService:517 android.bluetooth.BluetoothHeadset.doBind:283 android.bluetooth.BluetoothHeadset.<init>:276 android.bluetooth.BluetoothAdapter.getProfileProxy:1181 
12-18 16:58:05.641 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.642 D/BluetoothManagerService( 2321): Message: 30
12-18 16:58:05.647 W/ContextImpl( 3825): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1653 android.content.ContextWrapper.bindService:517 android.bluetooth.BluetoothInputDevice.doBind:246 android.bluetooth.BluetoothInputDevice.<init>:239 android.bluetooth.BluetoothAdapter.getProfileProxy:1187 
12-18 16:58:05.655 D/BluetoothManagerService( 2321): Message: 30
12-18 16:58:05.656 W/ContextImpl( 3825): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1653 android.content.ContextWrapper.bindService:517 android.bluetooth.BluetoothPan.doBind:149 android.bluetooth.BluetoothPan.<init>:141 android.bluetooth.BluetoothAdapter.getProfileProxy:1190 
12-18 16:58:05.658 I/InfinitePageController_Page:6( 3002): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	6	childCount:	2	i:	0	focusedIndex:	-1	result:	1
12-18 16:58:05.658 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.658 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.658 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.659 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.659 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.659 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.659 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.659 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.659 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.659 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.659 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.659 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.660 I/InfinitePageController_Page:6( 3002): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	6	childCount:	2	i:	1	focusedIndex:	-1	result:	0
12-18 16:58:05.660 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.660 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.660 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.660 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.661 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.661 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.662 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.665 D/LocalBluetoothProfileManager( 3825): Adding local MAP profile
12-18 16:58:05.665 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.665 D/BluetoothMap( 3825): Create BluetoothMap proxy object
12-18 16:58:05.666 D/BluetoothManagerService( 2321): Message: 30
12-18 16:58:05.668 W/ContextImpl( 3825): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1653 android.content.ContextWrapper.bindService:517 android.bluetooth.BluetoothMap.doBind:109 android.bluetooth.BluetoothMap.<init>:102 android.bluetooth.BluetoothAdapter.getProfileProxy:1196 
12-18 16:58:05.673 D/BluetoothManagerService( 2321): Message: 30
12-18 16:58:05.674 D/BluetoothManagerService( 2321): checkIfCallerIsForegroundUser: valid=true callingUser=0 foregroundUser=0
12-18 16:58:05.675 W/BluetoothAdapter( 3446): getBluetoothService() called with no BluetoothManagerCallback
12-18 16:58:05.676 E/BluetoothServiceJni( 3446): SOCK FLAG = 0 ***********************
12-18 16:58:05.677 I/BtOppRfcommListener( 3446): Accept thread started.
12-18 16:58:05.678 W/ContextImpl( 3825): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1653 android.content.ContextWrapper.bindService:517 android.bluetooth.BluetoothPbap.doBind:164 android.bluetooth.BluetoothPbap.<init>:157 com.amlogic.bluetooth.PbapServerProfile.<init>:66 
12-18 16:58:05.684 D/LocalBluetoothProfileManager( 3825): enable Radio for GPS!!!
12-18 16:58:05.684 D/LocalBluetoothProfileManager( 3825): LocalBluetoothProfileManager construction complete
12-18 16:58:05.685 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.686 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.686 I/CircleCornerLayout( 3002): draw
12-18 16:58:05.691 D/DockEventReceiver( 3825): finishStartingService: stopping service
12-18 16:58:05.691 I/        ( 1585): transcode 39 flags 16
12-18 16:58:05.698 D/BluetoothA2dp( 3825): Proxy object connected
12-18 16:58:05.701 D/A2dpProfile( 3825): Bluetooth service connected
12-18 16:58:05.703 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.703 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.703 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.703 D/BtGatt.GattService( 3446): onScanResult() - address=08:A3:66:0B:86:70, rssi=-64
12-18 16:58:05.704 D/BluetoothAdapter( 3577): onScanResult() - Device=08:A3:66:0B:86:70 RSSI=-64
12-18 16:58:05.706 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:05.707 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:05.707 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:05.707 D/BtGatt.GattService( 3446): onScanResult() - address=18:3A:D1:B0:A0:2D, rssi=-68
12-18 16:58:05.708 D/BluetoothAdapter( 3577): onScanResult() - Device=18:3A:D1:B0:A0:2D RSSI=-68
12-18 16:58:05.709 D/BluetoothHeadset( 3825): Proxy object connected
12-18 16:58:05.709 D/HeadsetProfile( 3825): Bluetooth service connected
12-18 16:58:05.712 D/BluetoothInputDevice( 3825): Proxy object connected
12-18 16:58:05.712 D/HidProfile( 3825): Bluetooth service connected
12-18 16:58:05.716 I/Process ( 3002): Sending signal. PID: 3002 SIG: 9
12-18 16:58:05.717 I/dalvikvm( 2851): Could not find method android.telephony.SubscriptionManager.from, referenced from method com.cmdc.ota.util.SystemUtil.getIccid
12-18 16:58:05.717 W/dalvikvm( 2851): VFY: unable to resolve static method 1127: Landroid/telephony/SubscriptionManager;.from (Landroid/content/Context;)Landroid/telephony/SubscriptionManager;
12-18 16:58:05.717 D/dalvikvm( 2851): VFY: replacing opcode 0x71 at 0x0006
12-18 16:58:05.717 I/dalvikvm( 2851): Could not find method android.telephony.TelephonyManager.getImei, referenced from method com.cmdc.ota.util.SystemUtil.getImei
12-18 16:58:05.717 W/dalvikvm( 2851): VFY: unable to resolve virtual method 1132: Landroid/telephony/TelephonyManager;.getImei ()Ljava/lang/String;
12-18 16:58:05.717 D/dalvikvm( 2851): VFY: replacing opcode 0x6e at 0x000e
12-18 16:58:05.717 I/dalvikvm( 2851): Could not find method android.telephony.TelephonyManager.getImei, referenced from method com.cmdc.ota.util.SystemUtil.getImei
12-18 16:58:05.717 W/dalvikvm( 2851): VFY: unable to resolve virtual method 1133: Landroid/telephony/TelephonyManager;.getImei (I)Ljava/lang/String;
12-18 16:58:05.717 D/dalvikvm( 2851): VFY: replacing opcode 0x6e at 0x000e
12-18 16:58:05.717 I/dalvikvm( 2851): Could not find method android.telephony.TelephonyManager.getDeviceId, referenced from method com.cmdc.ota.util.SystemUtil.getImei
12-18 16:58:05.717 W/dalvikvm( 2851): VFY: unable to resolve virtual method 1131: Landroid/telephony/TelephonyManager;.getDeviceId (I)Ljava/lang/String;
12-18 16:58:05.717 D/dalvikvm( 2851): VFY: replacing opcode 0x6e at 0x0019
12-18 16:58:05.719 I/dalvikvm( 2851): Could not find method android.telephony.TelephonyManager.getMeid, referenced from method com.cmdc.ota.util.SystemUtil.getMeid
12-18 16:58:05.719 W/dalvikvm( 2851): VFY: unable to resolve virtual method 1135: Landroid/telephony/TelephonyManager;.getMeid ()Ljava/lang/String;
12-18 16:58:05.719 D/dalvikvm( 2851): VFY: replacing opcode 0x6e at 0x000e
12-18 16:58:05.720 I/dalvikvm( 2851): Could not find method android.telephony.SubscriptionManager.from, referenced from method com.cmdc.ota.util.SystemUtil.getSubId
12-18 16:58:05.720 W/dalvikvm( 2851): VFY: unable to resolve static method 1127: Landroid/telephony/SubscriptionManager;.from (Landroid/content/Context;)Landroid/telephony/SubscriptionManager;
12-18 16:58:05.720 D/dalvikvm( 2851): VFY: replacing opcode 0x71 at 0x0006
12-18 16:58:05.722 D/BluetoothPan( 3825): BluetoothPAN Proxy object connected
12-18 16:58:05.722 D/PanProfile( 3825): Bluetooth service connected
12-18 16:58:05.722 D/BluetoothMap( 3825): Proxy object connected
12-18 16:58:05.722 D/MapProfile( 3825): Bluetooth service connected
12-18 16:58:05.722 D/BluetoothMap( 3825): getConnectedDevices()
12-18 16:58:05.724 D/BluetoothPbap( 3825): Proxy object connected
12-18 16:58:05.724 D/PbapServerProfile( 3825): Bluetooth service connected
12-18 16:58:05.759 I/WindowState( 2321): WIN DEATH: Window{41e6c948 u0 系统升级}
12-18 16:58:05.759 I/ActivityManager( 2321): Process cn.gd.snm.snmcm (pid 3002) has died.
12-18 16:58:05.760 D/AMTIPTV ( 2812): IVoiceService > onServiceDisconnected
12-18 16:58:05.760 D/ActivityManager( 2321): cleanUpApplicationRecordLocked -- 3002
12-18 16:58:05.761 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 1
12-18 16:58:05.761 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.39) 
12-18 16:58:05.761 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#43668#183.235.11.39#8082#45059#45067#45067#60276#45069#45078#60276#1008#8#0#3966#4371#6#0#183.235.11.39:8082#/epg/api/custom/getConfig.json#200#14#0#0#1#2594816#1953600#29184#0#0#0#
12-18 16:58:05.761 D/pcapcmcc4( 3047): 
12-18 16:58:05.765 I/WindowState( 2321): WIN DEATH: Window{41ac7f40 u0 cn.gd.snm.snmcm/cn.gd.snm.snmcm.home.HomeActivity}
12-18 16:58:05.766 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 1
12-18 16:58:05.766 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.41) 
12-18 16:58:05.766 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#37780#183.235.11.41#8085#56338#56346#56346#60280#56347#56356#60280#680616#9967#938#29105437#30434418#20114#181#183.235.11.41:8085#/apk/577e93a78852b3bc300dd72c0fedfd90.apk#200#30081#0#539#1#1048576#837437#896#0#1#0#
12-18 16:58:05.766 D/pcapcmcc4( 3047): 
12-18 16:58:05.766 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 1
12-18 16:58:05.766 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.48) 
12-18 16:58:05.766 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#39243#183.235.11.48#8082#45428#45438#45438#60280#45440#45450#60280#1065#5#0#42#223#3#0#183.235.11.48:8082#/?opt=put&user_id=ydtest5&data=%7B%22action_type%22%3A%22browsing%22%2C%22epg_group_id%22%3A%22200%22%2C%22log_time%22%3A%221608281870%22%2C%22page_id%22%3A%22firstOpen%22%2C%22refer_mediacode%22%3A%22%22%2C%22refer_page_id%22%3A%22%22%2C%22refer_page_name%22%3A%22%22%2C%22refer_parent_id%22%3A%22%22%2C%22refer_type%22%3A%22%22%2C%22user_id%22%3A%22ydtest5%22%2C%22stb_id%22%3A%220050030000010040190358B42DD8B26C%22%2C%22stb_ip%22%3A%22100.97.24.113%22%2C%22stb_mac%22%3A%2258%3Ab4%3A2d%3Ad8%3Ab2%3A6c%22%2C%22stb_type%22%3A%22CM201-2%22%2C%22sys_id%22%3A%22m%22%2C%22terminal_type%22%3A%223.0.2%22%2C%22user_group_id%22%3A%220%22%2C%22reportType%22%3A2%7D#200#8#0#0#1#29248#29235#29184#0#0#0#
12-18 16:58:05.766 D/pcapcmcc4( 3047): 
12-18 16:58:05.766 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 1
12-18 16:58:05.766 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.16.92) 
12-18 16:58:05.766 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#37435#183.235.16.92#8082#44873#44879#44879#60279#44901#44921#60279#1222#7#0#2033#2372#5#0#183.235.16.92:8082#/epg/aaa/login.do#200#12#0#0#1#2409472#1835520#29184#0#0#0#
12-18 16:58:05.766 D/pcapcmcc4( 3047): 
12-18 16:58:05.766 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 1
12-18 16:58:05.766 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.39) 
12-18 16:58:05.766 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#48139#183.235.11.39#8082#52398#52398#52398#60283#52398#52409#60283#856#5#0#9726#10584#13#0#183.235.11.39:8082#/epg/api/page/biz_98168624.json#200#18#0#0#1#4194240#4194240#4194240#0#0#0#
12-18 16:58:05.766 D/pcapcmcc4( 3047): 
12-18 16:58:05.766 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 1
12-18 16:58:05.766 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.39) 
12-18 16:58:05.766 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#56638#183.235.11.39#8082#52398#52398#52398#60281#52398#52409#60281#1396#13#1#9935#10793#13#0#183.235.11.39:8082#/epg/api/page/biz_37542933.json#200#26#0#1#1#4170240#4170240#4170240#0#0#0#
12-18 16:58:05.766 D/pcapcmcc4( 3047): 
12-18 16:58:05.766 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 1
12-18 16:58:05.766 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.39) 
12-18 16:58:05.766 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#41211#183.235.11.39#8082#52406#52406#52406#60283#52406#52415#60283#790#4#0#4917#5247#5#0#183.235.11.39:8082#/epg/api/page/biz_54242559.json#200#9#0#0#1#4170240#4170240#4170240#0#0#0#
12-18 16:58:05.766 D/pcapcmcc4( 3047): 
12-18 16:58:05.766 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 1
12-18 16:58:05.767 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:05.767 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#34741#183.235.11.40#8081#57805#57805#57805#60281#57805#57825#60281#8447#113#55#306888#320880#212#1#183.235.11.40:8081#/pics/apk_site/biz_58411101/biz_74936126/positions/BizPosition_28238/element_161788/images/element_161788_img_20201214163843.jpg#200#325#0#2#1#668352#651621#587328#0#0#0#
12-18 16:58:05.767 D/pcapcmcc4( 3047): 
12-18 16:58:05.767 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 1
12-18 16:58:05.767 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.48) 
12-18 16:58:05.767 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#39434#183.235.11.48#8082#51467#51475#51475#60282#51476#51484#60282#1159#5#0#42#223#3#0#183.235.11.48:8082#/?opt=put&user_id=ydtest5&data=%7B%22action_type%22%3A%22browsing%22%2C%22epg_group_id%22%3A%22200%22%2C%22log_time%22%3A%221608281876%22%2C%22pageName%22%3A%22%E6%8E%A8%E8%8D%90%22%2C%22page_id%22%3A%22biz_24283288%22%2C%22refer_mediacode%22%3A%22%22%2C%22refer_page_id%22%3A%22%22%2C%22refer_page_name%22%3A%22%22%2C%22refer_parent_id%22%3A%22%22%2C%22refer_pos_id%22%3A%22BizPosition_28090%22%2C%22refer_type%22%3A%22%22%2C%22user_id%22%3A%22ydtest5%22%2C%22stb_id%22%3A%220050030000010040190358B42DD8B26C%22%2C%22stb_ip%22%3A%22100.97.24.113%22%2C%22stb_mac%22%3A%2258%3Ab4%3A2d%3Ad8%3Ab2%3A6c%22%2C%22stb_type%22%3A%22CM201-2%22%2C%22sys_id%22%3A%22m%22%2C%22terminal_type%22%3A%223.0.2%22%2C%22user_group_id%22%3A%220%22%2C%22reportType%22%3A1%7D#200#8#0#0#1#29248#29235#29184#0#0#0#
